Year,F_Month,F_Day,UTC Hour,PM2.5,Month,Day,acq_date
2018,1,7,8,185.3,01,07,2018-01-07
2018,1,7,9,154.6,01,07,2018-01-07
2018,1,7,10,129.9,01,07,2018-01-07
2018,1,7,11,103.7,01,07,2018-01-07
2018,1,7,12,97.2,01,07,2018-01-07
2018,1,7,13,88.4,01,07,2018-01-07
2018,1,7,14,105.5,01,07,2018-01-07
2018,1,7,16,146.3,01,07,2018-01-07
2018,1,7,17,180.7,01,07,2018-01-07
2018,1,7,18,196.9,01,07,2018-01-07
2018,1,7,19,176.7,01,07,2018-01-07
2018,1,7,20,162.1,01,07,2018-01-07
2018,1,7,21,157,01,07,2018-01-07
2018,1,7,22,152,01,07,2018-01-07
2018,1,7,23,114.8,01,07,2018-01-07
2018,1,8,0,117.6,01,08,2018-01-08
2018,1,8,1,128.4,01,08,2018-01-08
2018,1,8,2,128.7,01,08,2018-01-08
2018,1,8,3,165.2,01,08,2018-01-08
2018,1,8,4,194.1,01,08,2018-01-08
2018,1,8,5,192.4,01,08,2018-01-08
2018,1,8,6,169.1,01,08,2018-01-08
2018,1,8,8,127.4,01,08,2018-01-08
2018,1,8,9,110.9,01,08,2018-01-08
2018,1,8,10,101.1,01,08,2018-01-08
2018,1,8,12,84,01,08,2018-01-08
2018,1,8,13,83.6,01,08,2018-01-08
2018,1,8,14,111.7,01,08,2018-01-08
2018,1,8,15,190.9,01,08,2018-01-08
2018,1,8,16,215.8,01,08,2018-01-08
2018,1,8,17,277.8,01,08,2018-01-08
2018,1,8,18,282.6,01,08,2018-01-08
2018,1,8,19,311.7,01,08,2018-01-08
2018,1,8,20,316.6,01,08,2018-01-08
2018,1,8,21,309.9,01,08,2018-01-08
2018,1,8,22,284.5,01,08,2018-01-08
2018,1,8,23,271.9,01,08,2018-01-08
2018,1,9,0,257.9,01,09,2018-01-09
2018,1,9,1,244.7,01,09,2018-01-09
2018,1,9,4,251.4,01,09,2018-01-09
2018,1,9,5,272.9,01,09,2018-01-09
2018,1,9,6,312.9,01,09,2018-01-09
2018,1,9,7,279.7,01,09,2018-01-09
2018,1,9,8,218.6,01,09,2018-01-09
2018,1,9,9,172.1,01,09,2018-01-09
2018,1,9,10,161.6,01,09,2018-01-09
2018,1,9,11,126.1,01,09,2018-01-09
2018,1,9,12,118.9,01,09,2018-01-09
2018,1,9,13,124.1,01,09,2018-01-09
2018,1,9,14,140.2,01,09,2018-01-09
2018,1,9,15,204.7,01,09,2018-01-09
2018,1,9,16,263,01,09,2018-01-09
2018,1,9,17,271.5,01,09,2018-01-09
2018,1,9,18,254.1,01,09,2018-01-09
2018,1,9,19,251.1,01,09,2018-01-09
2018,1,9,20,272.4,01,09,2018-01-09
2018,1,9,21,214.9,01,09,2018-01-09
2018,1,9,22,206.6,01,09,2018-01-09
2018,1,9,23,233.2,01,09,2018-01-09
2018,1,10,0,214.7,01,10,2018-01-10
2018,1,10,1,215.8,01,10,2018-01-10
2018,1,10,2,229.7,01,10,2018-01-10
2018,1,10,3,234,01,10,2018-01-10
2018,1,10,4,221.1,01,10,2018-01-10
2018,1,10,5,249.1,01,10,2018-01-10
2018,1,10,6,223.4,01,10,2018-01-10
2018,1,10,7,174.3,01,10,2018-01-10
2018,1,10,8,153.6,01,10,2018-01-10
2018,1,10,9,161.3,01,10,2018-01-10
2018,1,10,10,140,01,10,2018-01-10
2018,1,10,11,83.7,01,10,2018-01-10
2018,1,10,12,84.3,01,10,2018-01-10
2018,1,10,13,89.4,01,10,2018-01-10
2018,1,10,14,108.2,01,10,2018-01-10
2018,1,10,15,144.8,01,10,2018-01-10
2018,1,10,16,166.9,01,10,2018-01-10
2018,1,10,17,197.4,01,10,2018-01-10
2018,1,10,18,191.6,01,10,2018-01-10
2018,1,10,19,188.9,01,10,2018-01-10
2018,1,10,20,214.4,01,10,2018-01-10
2018,1,10,21,199.2,01,10,2018-01-10
2018,1,10,22,192.8,01,10,2018-01-10
2018,1,10,23,180.5,01,10,2018-01-10
2018,1,11,0,166.8,01,11,2018-01-11
2018,1,11,1,162.3,01,11,2018-01-11
2018,1,11,2,164.6,01,11,2018-01-11
2018,1,11,3,172.8,01,11,2018-01-11
2018,1,11,4,183.6,01,11,2018-01-11
2018,1,11,5,215.3,01,11,2018-01-11
2018,1,11,6,177.4,01,11,2018-01-11
2018,1,11,7,159.9,01,11,2018-01-11
2018,1,11,8,156.3,01,11,2018-01-11
2018,1,11,9,131.5,01,11,2018-01-11
2018,1,11,10,127.3,01,11,2018-01-11
2018,1,11,13,89.4,01,11,2018-01-11
2018,1,11,14,98.6,01,11,2018-01-11
2018,1,11,15,123.8,01,11,2018-01-11
2018,1,11,16,144.4,01,11,2018-01-11
2018,1,11,17,188.5,01,11,2018-01-11
2018,1,11,18,216.9,01,11,2018-01-11
2018,1,11,19,222.8,01,11,2018-01-11
2018,1,11,20,180.8,01,11,2018-01-11
2018,1,11,21,164.3,01,11,2018-01-11
2018,1,11,22,162.2,01,11,2018-01-11
2018,1,11,23,159.6,01,11,2018-01-11
2018,1,12,0,159.5,01,12,2018-01-12
2018,1,12,1,160.4,01,12,2018-01-12
2018,1,12,4,177.5,01,12,2018-01-12
2018,1,12,5,201.9,01,12,2018-01-12
2018,1,12,6,184.4,01,12,2018-01-12
2018,1,12,7,178.8,01,12,2018-01-12
2018,1,12,8,173.4,01,12,2018-01-12
2018,1,12,9,148.3,01,12,2018-01-12
2018,1,12,10,122.3,01,12,2018-01-12
2018,1,12,11,101.8,01,12,2018-01-12
2018,1,12,12,104.3,01,12,2018-01-12
2018,1,12,13,97.4,01,12,2018-01-12
2018,1,12,14,121.5,01,12,2018-01-12
2018,1,12,15,168.7,01,12,2018-01-12
2018,1,12,16,210.3,01,12,2018-01-12
2018,1,12,17,207.2,01,12,2018-01-12
2018,1,12,18,249.2,01,12,2018-01-12
2018,1,12,19,293.2,01,12,2018-01-12
2018,1,12,20,305.6,01,12,2018-01-12
2018,1,12,21,244.8,01,12,2018-01-12
2018,1,12,22,272.4,01,12,2018-01-12
2018,1,13,1,284.4,01,13,2018-01-13
2018,1,13,2,213.5,01,13,2018-01-13
2018,1,13,3,282.5,01,13,2018-01-13
2018,1,13,4,307.7,01,13,2018-01-13
2018,1,13,5,268,01,13,2018-01-13
2018,1,13,6,335.7,01,13,2018-01-13
2018,1,13,7,257.5,01,13,2018-01-13
2018,1,13,8,168.4,01,13,2018-01-13
2018,1,13,9,129.9,01,13,2018-01-13
2018,1,13,10,113,01,13,2018-01-13
2018,1,13,11,85.2,01,13,2018-01-13
2018,1,13,12,66.6,01,13,2018-01-13
2018,1,13,13,98.6,01,13,2018-01-13
2018,1,13,14,139.5,01,13,2018-01-13
2018,1,13,15,164.7,01,13,2018-01-13
2018,1,13,16,240.7,01,13,2018-01-13
2018,1,13,17,316.8,01,13,2018-01-13
2018,1,13,18,315.3,01,13,2018-01-13
2018,1,13,19,323.5,01,13,2018-01-13
2018,1,13,20,315.1,01,13,2018-01-13
2018,1,13,21,306.5,01,13,2018-01-13
2018,1,13,22,278.8,01,13,2018-01-13
2018,1,13,23,248.7,01,13,2018-01-13
2018,1,14,0,190.5,01,14,2018-01-14
2018,1,14,1,187.5,01,14,2018-01-14
2018,1,14,2,188.5,01,14,2018-01-14
2018,1,14,3,207.4,01,14,2018-01-14
2018,1,14,4,243.1,01,14,2018-01-14
2018,1,14,5,206.3,01,14,2018-01-14
2018,1,14,6,256.6,01,14,2018-01-14
2018,1,14,7,217.6,01,14,2018-01-14
2018,1,14,8,206.2,01,14,2018-01-14
2018,1,14,9,160.8,01,14,2018-01-14
2018,1,14,10,120.5,01,14,2018-01-14
2018,1,14,11,107.1,01,14,2018-01-14
2018,1,14,12,105.2,01,14,2018-01-14
2018,1,14,13,101.5,01,14,2018-01-14
2018,1,14,14,108.8,01,14,2018-01-14
2018,1,14,15,162.8,01,14,2018-01-14
2018,1,14,16,249.9,01,14,2018-01-14
2018,1,14,17,238.6,01,14,2018-01-14
2018,1,14,18,270.4,01,14,2018-01-14
2018,1,14,19,259.3,01,14,2018-01-14
2018,1,14,20,225.5,01,14,2018-01-14
2018,1,14,21,199.2,01,14,2018-01-14
2018,1,14,22,221,01,14,2018-01-14
2018,1,14,23,203.7,01,14,2018-01-14
2018,1,15,0,190.4,01,15,2018-01-15
2018,1,15,1,202.9,01,15,2018-01-15
2018,1,15,2,179.2,01,15,2018-01-15
2018,1,15,3,229.4,01,15,2018-01-15
2018,1,15,4,253.8,01,15,2018-01-15
2018,1,15,5,253.5,01,15,2018-01-15
2018,1,15,6,232.1,01,15,2018-01-15
2018,1,15,7,226.3,01,15,2018-01-15
2018,1,15,8,216.2,01,15,2018-01-15
2018,1,15,9,172.7,01,15,2018-01-15
2018,1,15,10,144.5,01,15,2018-01-15
2018,1,15,11,118,01,15,2018-01-15
2018,1,15,12,115.9,01,15,2018-01-15
2018,1,15,13,125.8,01,15,2018-01-15
2018,1,15,14,135.7,01,15,2018-01-15
2018,1,15,15,144.4,01,15,2018-01-15
2018,1,15,16,150.9,01,15,2018-01-15
2018,1,15,17,159.4,01,15,2018-01-15
2018,1,15,18,162.7,01,15,2018-01-15
2018,1,15,19,158.5,01,15,2018-01-15
2018,1,15,20,152,01,15,2018-01-15
2018,1,15,21,147.2,01,15,2018-01-15
2018,1,15,22,150.9,01,15,2018-01-15
2018,1,15,23,138.5,01,15,2018-01-15
2018,1,16,0,126.8,01,16,2018-01-16
2018,1,16,1,123.4,01,16,2018-01-16
2018,1,16,2,114.6,01,16,2018-01-16
2018,1,16,3,134,01,16,2018-01-16
2018,1,16,4,146.7,01,16,2018-01-16
2018,1,16,5,141.6,01,16,2018-01-16
2018,1,16,6,144.7,01,16,2018-01-16
2018,1,16,7,147.5,01,16,2018-01-16
2018,1,16,8,101.7,01,16,2018-01-16
2018,1,16,9,124.5,01,16,2018-01-16
2018,1,16,10,108,01,16,2018-01-16
2018,1,16,11,94,01,16,2018-01-16
2018,1,16,12,93.5,01,16,2018-01-16
2018,1,16,13,94.8,01,16,2018-01-16
2018,1,16,14,116.3,01,16,2018-01-16
2018,1,16,16,220.1,01,16,2018-01-16
2018,1,16,17,227,01,16,2018-01-16
2018,1,16,19,360.9,01,16,2018-01-16
2018,1,16,20,368.5,01,16,2018-01-16
2018,1,16,21,347.9,01,16,2018-01-16
2018,1,16,22,285.9,01,16,2018-01-16
2018,1,17,0,287.2,01,17,2018-01-17
2018,1,17,1,267.6,01,17,2018-01-17
2018,1,17,2,242.2,01,17,2018-01-17
2018,1,17,3,227.9,01,17,2018-01-17
2018,1,17,4,242.3,01,17,2018-01-17
2018,1,17,5,277.8,01,17,2018-01-17
2018,1,17,6,253,01,17,2018-01-17
2018,1,17,7,265,01,17,2018-01-17
2018,1,17,8,249.1,01,17,2018-01-17
2018,1,17,9,222,01,17,2018-01-17
2018,1,17,10,188,01,17,2018-01-17
2018,1,17,13,155,01,17,2018-01-17
2018,1,17,14,174.4,01,17,2018-01-17
2018,1,17,15,209,01,17,2018-01-17
2018,1,17,16,241.4,01,17,2018-01-17
2018,1,17,17,258.8,01,17,2018-01-17
2018,1,17,18,291.6,01,17,2018-01-17
2018,1,17,19,301.7,01,17,2018-01-17
2018,1,17,20,319,01,17,2018-01-17
2018,1,17,21,322.5,01,17,2018-01-17
2018,1,17,22,315.1,01,17,2018-01-17
2018,1,17,23,316.6,01,17,2018-01-17
2018,1,18,2,304.2,01,18,2018-01-18
2018,1,18,3,306,01,18,2018-01-18
2018,1,18,4,347.3,01,18,2018-01-18
2018,1,18,5,386.9,01,18,2018-01-18
2018,1,18,6,377.2,01,18,2018-01-18
2018,1,18,7,355.2,01,18,2018-01-18
2018,1,18,8,316.8,01,18,2018-01-18
2018,1,18,9,291.5,01,18,2018-01-18
2018,1,18,10,227.9,01,18,2018-01-18
2018,1,18,11,218.8,01,18,2018-01-18
2018,1,18,12,210.8,01,18,2018-01-18
2018,1,18,13,200.3,01,18,2018-01-18
2018,1,18,14,242.6,01,18,2018-01-18
2018,1,18,15,276.2,01,18,2018-01-18
2018,1,18,18,366.3,01,18,2018-01-18
2018,1,18,19,355.2,01,18,2018-01-18
2018,1,18,20,366,01,18,2018-01-18
2018,1,18,21,342.5,01,18,2018-01-18
2018,1,18,23,326.6,01,18,2018-01-18
2018,1,19,0,305.8,01,19,2018-01-19
2018,1,19,1,281.8,01,19,2018-01-19
2018,1,19,2,281.4,01,19,2018-01-19
2018,1,19,3,260.1,01,19,2018-01-19
2018,1,19,4,299,01,19,2018-01-19
2018,1,19,5,335,01,19,2018-01-19
2018,1,19,6,323.6,01,19,2018-01-19
2018,1,19,7,310.8,01,19,2018-01-19
2018,1,19,8,279.3,01,19,2018-01-19
2018,1,19,9,171.4,01,19,2018-01-19
2018,1,19,10,152.5,01,19,2018-01-19
2018,1,19,11,125.5,01,19,2018-01-19
2018,1,19,12,113.4,01,19,2018-01-19
2018,1,19,14,149,01,19,2018-01-19
2018,1,19,15,182.2,01,19,2018-01-19
2018,1,19,16,208.9,01,19,2018-01-19
2018,1,19,17,233.7,01,19,2018-01-19
2018,1,19,18,249.8,01,19,2018-01-19
2018,1,19,19,281.5,01,19,2018-01-19
2018,1,19,20,264.4,01,19,2018-01-19
2018,1,19,21,244.2,01,19,2018-01-19
2018,1,19,22,187.2,01,19,2018-01-19
2018,1,19,23,196.2,01,19,2018-01-19
2018,1,20,0,191.4,01,20,2018-01-20
2018,1,20,1,180.1,01,20,2018-01-20
2018,1,20,2,165.3,01,20,2018-01-20
2018,1,20,3,189.1,01,20,2018-01-20
2018,1,20,4,213.3,01,20,2018-01-20
2018,1,20,5,218.8,01,20,2018-01-20
2018,1,20,6,211.8,01,20,2018-01-20
2018,1,20,7,194.4,01,20,2018-01-20
2018,1,20,8,167.6,01,20,2018-01-20
2018,1,20,9,160.5,01,20,2018-01-20
2018,1,20,10,86.8,01,20,2018-01-20
2018,1,20,11,81.9,01,20,2018-01-20
2018,1,20,12,72.8,01,20,2018-01-20
2018,1,20,13,76,01,20,2018-01-20
2018,1,20,14,94.3,01,20,2018-01-20
2018,1,20,15,129.9,01,20,2018-01-20
2018,1,20,16,185.7,01,20,2018-01-20
2018,1,20,17,215.5,01,20,2018-01-20
2018,1,20,18,245,01,20,2018-01-20
2018,1,20,19,260.8,01,20,2018-01-20
2018,1,20,20,266.8,01,20,2018-01-20
2018,1,20,21,257.7,01,20,2018-01-20
2018,1,20,22,253.1,01,20,2018-01-20
2018,1,20,23,254.5,01,20,2018-01-20
2018,1,21,0,237.1,01,21,2018-01-21
2018,1,21,1,211.8,01,21,2018-01-21
2018,1,21,2,192.9,01,21,2018-01-21
2018,1,21,3,173.7,01,21,2018-01-21
2018,1,21,4,180.5,01,21,2018-01-21
2018,1,21,5,151.1,01,21,2018-01-21
2018,1,21,6,127.9,01,21,2018-01-21
2018,1,21,7,112.6,01,21,2018-01-21
2018,1,21,8,98.2,01,21,2018-01-21
2018,1,21,9,82,01,21,2018-01-21
2018,1,21,10,77.9,01,21,2018-01-21
2018,1,21,11,84.9,01,21,2018-01-21
2018,1,21,12,83,01,21,2018-01-21
2018,1,21,13,92.7,01,21,2018-01-21
2018,1,21,14,108,01,21,2018-01-21
2018,1,21,15,137.6,01,21,2018-01-21
2018,1,21,16,201.5,01,21,2018-01-21
2018,1,21,17,226.2,01,21,2018-01-21
2018,1,21,18,237,01,21,2018-01-21
2018,1,21,19,260.5,01,21,2018-01-21
2018,1,21,20,253.9,01,21,2018-01-21
2018,1,21,21,229.9,01,21,2018-01-21
2018,1,21,22,251.6,01,21,2018-01-21
2018,1,21,23,249,01,21,2018-01-21
2018,1,22,1,220.7,01,22,2018-01-22
2018,1,22,2,223.4,01,22,2018-01-22
2018,1,22,3,238.6,01,22,2018-01-22
2018,1,22,4,247.6,01,22,2018-01-22
2018,1,22,5,287.2,01,22,2018-01-22
2018,1,22,6,239.3,01,22,2018-01-22
2018,1,22,7,191.1,01,22,2018-01-22
2018,1,22,8,196,01,22,2018-01-22
2018,1,22,9,187.2,01,22,2018-01-22
2018,1,22,10,120.1,01,22,2018-01-22
2018,1,22,11,115.5,01,22,2018-01-22
2018,1,22,12,109.3,01,22,2018-01-22
2018,1,22,13,114.7,01,22,2018-01-22
2018,1,22,14,127.6,01,22,2018-01-22
2018,1,22,15,167.4,01,22,2018-01-22
2018,1,22,17,196.1,01,22,2018-01-22
2018,1,22,18,208.3,01,22,2018-01-22
2018,1,22,19,211,01,22,2018-01-22
2018,1,22,20,204.8,01,22,2018-01-22
2018,1,22,21,204.8,01,22,2018-01-22
2018,1,22,22,208.6,01,22,2018-01-22
2018,1,22,23,222.8,01,22,2018-01-22
2018,1,23,0,214.4,01,23,2018-01-23
2018,1,23,1,196.8,01,23,2018-01-23
2018,1,23,2,173.1,01,23,2018-01-23
2018,1,23,3,166.7,01,23,2018-01-23
2018,1,23,4,173,01,23,2018-01-23
2018,1,23,5,173.6,01,23,2018-01-23
2018,1,23,6,162.6,01,23,2018-01-23
2018,1,23,7,153.2,01,23,2018-01-23
2018,1,23,8,150.8,01,23,2018-01-23
2018,1,23,9,142.9,01,23,2018-01-23
2018,1,23,10,149.7,01,23,2018-01-23
2018,1,23,11,151.8,01,23,2018-01-23
2018,1,23,12,146.8,01,23,2018-01-23
2018,1,23,14,136.1,01,23,2018-01-23
2018,1,23,15,146.5,01,23,2018-01-23
2018,1,23,16,135.7,01,23,2018-01-23
2018,1,23,17,115.9,01,23,2018-01-23
2018,1,23,18,135.8,01,23,2018-01-23
2018,1,23,19,146.4,01,23,2018-01-23
2018,1,23,20,146.1,01,23,2018-01-23
2018,1,23,21,138.3,01,23,2018-01-23
2018,1,23,22,138.1,01,23,2018-01-23
2018,1,23,23,131.3,01,23,2018-01-23
2018,1,24,0,126.9,01,24,2018-01-24
2018,1,24,1,138.6,01,24,2018-01-24
2018,1,24,2,126.9,01,24,2018-01-24
2018,1,24,3,113.8,01,24,2018-01-24
2018,1,24,4,117.3,01,24,2018-01-24
2018,1,24,5,125.2,01,24,2018-01-24
2018,1,24,6,139.4,01,24,2018-01-24
2018,1,24,7,116.8,01,24,2018-01-24
2018,1,24,8,123.4,01,24,2018-01-24
2018,1,24,9,133.2,01,24,2018-01-24
2018,1,24,10,129,01,24,2018-01-24
2018,1,24,11,133.3,01,24,2018-01-24
2018,1,24,12,128.7,01,24,2018-01-24
2018,1,24,13,119.4,01,24,2018-01-24
2018,1,24,14,118,01,24,2018-01-24
2018,1,24,15,131.6,01,24,2018-01-24
2018,1,24,16,162.2,01,24,2018-01-24
2018,1,24,17,170.8,01,24,2018-01-24
2018,1,24,18,171.7,01,24,2018-01-24
2018,1,24,19,178.7,01,24,2018-01-24
2018,1,24,20,184.7,01,24,2018-01-24
2018,1,24,21,162.9,01,24,2018-01-24
2018,1,24,22,136.4,01,24,2018-01-24
2018,1,24,23,121.7,01,24,2018-01-24
2018,1,25,0,110.4,01,25,2018-01-25
2018,1,25,1,109.2,01,25,2018-01-25
2018,1,25,2,100.7,01,25,2018-01-25
2018,1,25,3,94.9,01,25,2018-01-25
2018,1,25,4,86.5,01,25,2018-01-25
2018,1,25,5,98.5,01,25,2018-01-25
2018,1,25,6,103.8,01,25,2018-01-25
2018,1,25,7,113.5,01,25,2018-01-25
2018,1,25,8,125.8,01,25,2018-01-25
2018,1,25,9,119,01,25,2018-01-25
2018,1,25,10,116.5,01,25,2018-01-25
2018,1,25,11,112.2,01,25,2018-01-25
2018,1,25,12,99,01,25,2018-01-25
2018,1,25,13,96.5,01,25,2018-01-25
2018,1,25,14,107.7,01,25,2018-01-25
2018,1,25,15,132.4,01,25,2018-01-25
2018,1,25,16,162.2,01,25,2018-01-25
2018,1,25,17,183.9,01,25,2018-01-25
2018,1,25,18,203.2,01,25,2018-01-25
2018,1,25,19,194.1,01,25,2018-01-25
2018,1,25,20,150.9,01,25,2018-01-25
2018,1,25,21,141.6,01,25,2018-01-25
2018,1,25,22,126.9,01,25,2018-01-25
2018,1,25,23,121,01,25,2018-01-25
2018,1,26,0,108.7,01,26,2018-01-26
2018,1,26,1,97.4,01,26,2018-01-26
2018,1,26,2,97.1,01,26,2018-01-26
2018,1,26,3,100.2,01,26,2018-01-26
2018,1,26,4,109.8,01,26,2018-01-26
2018,1,26,5,127.9,01,26,2018-01-26
2018,1,26,6,147.8,01,26,2018-01-26
2018,1,26,7,155.4,01,26,2018-01-26
2018,1,26,8,152.9,01,26,2018-01-26
2018,1,26,9,169.2,01,26,2018-01-26
2018,1,26,10,160.1,01,26,2018-01-26
2018,1,26,11,142.1,01,26,2018-01-26
2018,1,26,12,132.6,01,26,2018-01-26
2018,1,26,13,122.3,01,26,2018-01-26
2018,1,26,14,136.1,01,26,2018-01-26
2018,1,26,15,143.1,01,26,2018-01-26
2018,1,26,16,157.3,01,26,2018-01-26
2018,1,26,17,162.3,01,26,2018-01-26
2018,1,26,18,148.2,01,26,2018-01-26
2018,1,26,19,139.6,01,26,2018-01-26
2018,1,26,20,141.2,01,26,2018-01-26
2018,1,26,21,141.3,01,26,2018-01-26
2018,1,26,22,139.6,01,26,2018-01-26
2018,1,26,23,132.5,01,26,2018-01-26
2018,1,27,0,146.1,01,27,2018-01-27
2018,1,27,1,145.2,01,27,2018-01-27
2018,1,27,2,137.5,01,27,2018-01-27
2018,1,27,3,141.6,01,27,2018-01-27
2018,1,27,4,156.2,01,27,2018-01-27
2018,1,27,5,162.6,01,27,2018-01-27
2018,1,27,6,171.2,01,27,2018-01-27
2018,1,27,7,169.4,01,27,2018-01-27
2018,1,27,8,172.6,01,27,2018-01-27
2018,1,27,9,164.8,01,27,2018-01-27
2018,1,27,10,147.9,01,27,2018-01-27
2018,1,27,11,124.3,01,27,2018-01-27
2018,1,27,12,117.5,01,27,2018-01-27
2018,1,27,13,121.1,01,27,2018-01-27
2018,1,27,14,136.2,01,27,2018-01-27
2018,1,27,15,182,01,27,2018-01-27
2018,1,27,16,237,01,27,2018-01-27
2018,1,27,17,276.8,01,27,2018-01-27
2018,1,27,18,324.7,01,27,2018-01-27
2018,1,27,19,297.9,01,27,2018-01-27
2018,1,27,20,248.1,01,27,2018-01-27
2018,1,27,21,214.4,01,27,2018-01-27
2018,1,27,22,183,01,27,2018-01-27
2018,1,27,23,199.8,01,27,2018-01-27
2018,1,28,0,134.5,01,28,2018-01-28
2018,1,28,1,129.4,01,28,2018-01-28
2018,1,28,2,119.4,01,28,2018-01-28
2018,1,28,3,103.9,01,28,2018-01-28
2018,1,28,4,107.4,01,28,2018-01-28
2018,1,28,5,120,01,28,2018-01-28
2018,1,28,6,147.2,01,28,2018-01-28
2018,1,28,7,166.2,01,28,2018-01-28
2018,1,28,8,173.7,01,28,2018-01-28
2018,1,28,9,155.2,01,28,2018-01-28
2018,1,28,10,135.8,01,28,2018-01-28
2018,1,28,13,90.9,01,28,2018-01-28
2018,1,28,14,104,01,28,2018-01-28
2018,1,28,15,126.2,01,28,2018-01-28
2018,1,28,16,190.1,01,28,2018-01-28
2018,1,28,17,217.2,01,28,2018-01-28
2018,1,28,18,252.1,01,28,2018-01-28
2018,1,28,19,255.9,01,28,2018-01-28
2018,1,28,20,249.3,01,28,2018-01-28
2018,1,28,21,266.6,01,28,2018-01-28
2018,1,28,22,241.3,01,28,2018-01-28
2018,1,28,23,252.5,01,28,2018-01-28
2018,1,29,0,266.1,01,29,2018-01-29
2018,1,29,1,253,01,29,2018-01-29
2018,1,29,5,142.5,01,29,2018-01-29
2018,1,29,7,168.5,01,29,2018-01-29
2018,1,29,8,163.1,01,29,2018-01-29
2018,1,29,9,120.1,01,29,2018-01-29
2018,1,29,10,89.1,01,29,2018-01-29
2018,1,29,11,79,01,29,2018-01-29
2018,1,29,12,71.4,01,29,2018-01-29
2018,1,29,13,68.2,01,29,2018-01-29
2018,1,29,14,81.5,01,29,2018-01-29
2018,1,29,15,116.9,01,29,2018-01-29
2018,1,29,16,152.6,01,29,2018-01-29
2018,1,29,17,182.4,01,29,2018-01-29
2018,1,29,18,190.9,01,29,2018-01-29
2018,1,29,19,189.4,01,29,2018-01-29
2018,1,29,20,166.4,01,29,2018-01-29
2018,1,29,21,144.8,01,29,2018-01-29
2018,1,29,22,119.5,01,29,2018-01-29
2018,1,29,23,139,01,29,2018-01-29
2018,1,30,0,163.4,01,30,2018-01-30
2018,1,30,1,171.2,01,30,2018-01-30
2018,1,30,2,160.9,01,30,2018-01-30
2018,1,30,3,183.6,01,30,2018-01-30
2018,1,30,4,211.9,01,30,2018-01-30
2018,1,30,5,232.4,01,30,2018-01-30
2018,1,30,6,172.9,01,30,2018-01-30
2018,1,30,7,146.3,01,30,2018-01-30
2018,1,30,8,116.8,01,30,2018-01-30
2018,1,30,9,87.3,01,30,2018-01-30
2018,1,30,10,79.6,01,30,2018-01-30
2018,1,30,11,61.6,01,30,2018-01-30
2018,1,30,12,60.6,01,30,2018-01-30
2018,1,30,13,66.2,01,30,2018-01-30
2018,1,30,14,74.3,01,30,2018-01-30
2018,1,30,15,97.9,01,30,2018-01-30
2018,1,30,16,122.2,01,30,2018-01-30
2018,1,30,17,129.5,01,30,2018-01-30
2018,1,30,18,120.2,01,30,2018-01-30
2018,1,30,19,109.1,01,30,2018-01-30
2018,1,30,20,111.5,01,30,2018-01-30
2018,1,30,21,130.1,01,30,2018-01-30
2018,1,30,22,145.9,01,30,2018-01-30
2018,1,30,23,137.7,01,30,2018-01-30
2018,1,31,0,150.3,01,31,2018-01-31
2018,1,31,1,153.4,01,31,2018-01-31
2018,1,31,2,155.5,01,31,2018-01-31
2018,1,31,3,171.9,01,31,2018-01-31
2018,1,31,4,187.7,01,31,2018-01-31
2018,1,31,5,193.2,01,31,2018-01-31
2018,1,31,7,143.8,01,31,2018-01-31
2018,1,31,8,113,01,31,2018-01-31
2018,1,31,9,100.2,01,31,2018-01-31
2018,1,31,10,85.5,01,31,2018-01-31
2018,1,31,14,77.7,01,31,2018-01-31
2018,1,31,15,108.3,01,31,2018-01-31
2018,1,31,16,151.1,01,31,2018-01-31
2018,1,31,17,168.2,01,31,2018-01-31
2018,1,31,18,148.9,01,31,2018-01-31
2018,1,31,19,141.7,01,31,2018-01-31
2018,1,31,20,161.1,01,31,2018-01-31
2018,1,31,21,173.3,01,31,2018-01-31
2018,1,31,22,182.2,01,31,2018-01-31
2018,1,31,23,158.3,01,31,2018-01-31
2018,2,1,0,187.7,02,01,2018-02-01
2018,2,1,1,166.3,02,01,2018-02-01
2018,2,1,2,159.7,02,01,2018-02-01
2018,2,1,3,194.3,02,01,2018-02-01
2018,2,1,4,202.6,02,01,2018-02-01
2018,2,1,5,270.3,02,01,2018-02-01
2018,2,1,6,230.3,02,01,2018-02-01
2018,2,1,7,195.7,02,01,2018-02-01
2018,2,1,8,149.1,02,01,2018-02-01
2018,2,1,9,115.3,02,01,2018-02-01
2018,2,1,10,95.2,02,01,2018-02-01
2018,2,1,11,78.4,02,01,2018-02-01
2018,2,1,12,72.1,02,01,2018-02-01
2018,2,1,13,78.8,02,01,2018-02-01
2018,2,1,14,92.9,02,01,2018-02-01
2018,2,1,15,114.7,02,01,2018-02-01
2018,2,1,16,142.4,02,01,2018-02-01
2018,2,1,17,182.6,02,01,2018-02-01
2018,2,1,18,193.1,02,01,2018-02-01
2018,2,1,19,176.4,02,01,2018-02-01
2018,2,1,20,130.6,02,01,2018-02-01
2018,2,1,22,110.8,02,01,2018-02-01
2018,2,1,23,115.9,02,01,2018-02-01
2018,2,2,0,108.2,02,02,2018-02-02
2018,2,2,1,113.1,02,02,2018-02-02
2018,2,2,2,121,02,02,2018-02-02
2018,2,2,3,138.4,02,02,2018-02-02
2018,2,2,4,156.5,02,02,2018-02-02
2018,2,2,5,186.2,02,02,2018-02-02
